,Pickup Address,Destination Address,Platform Type,Personal or Business,Distance (KM),Rider Id,Time from Pickup to Arrival
18401,Nairobi,Pumwani,1,Personal,17,Rider_Id_71,1076
18402,Nairobi,Pumwani,3,Business,11,Rider_Id_2,2215
18403,Nairobi,Nairobi,3,Business,2,Rider_Id_857,308
18404,Nairobi,Nairobi,3,Business,8,Rider_Id_89,2274
18405,Nairobi,Pumwani,1,Business,12,Rider_Id_888,2147
18406,Nairobi,Nairobi,3,Business,6,Rider_Id_484,781
18407,Nairobi,Nairobi,1,Personal,5,Rider_Id_857,869
18408,Pumwani,Pumwani,3,Business,16,Rider_Id_910,1992
18409,Nairobi,Nairobi,3,Business,7,Rider_Id_916,1576
18410,Nairobi,Nairobi,3,Business,5,Rider_Id_844,999
18411,Nairobi,Nairobi,3,Business,8,Rider_Id_535,1107
18412,Nairobi,Nairobi,3,Business,5,Rider_Id_96,896
18413,Nairobi,Ngong,2,Personal,17,Rider_Id_414,1777
18414,Kiambu,Nairobi,1,Personal,13,Rider_Id_144,2300
18415,Nairobi,Nairobi,3,Personal,8,Rider_Id_327,1346
18416,Pumwani,Pumwani,3,Business,4,Rider_Id_48,667
18417,Kiambu,Nairobi,2,Personal,26,Rider_Id_813,2091
18418,Nairobi,Nairobi,3,Business,6,Rider_Id_85,799
18419,Nairobi,Nairobi,3,Business,3,Rider_Id_279,587
18420,Nairobi,Nairobi,3,Business,5,Rider_Id_937,741
18421,Nairobi,Pumwani,3,Business,11,Rider_Id_216,1298
18422,Nairobi,Pumwani,1,Personal,13,Rider_Id_829,1420
18423,Nairobi,Nairobi,3,Business,11,Rider_Id_706,681
18424,Nairobi,Nairobi,3,Business,8,Rider_Id_716,1231
18425,Nairobi,Pumwani,3,Business,11,Rider_Id_24,2875
18426,Nairobi,Kiambu,3,Business,13,Rider_Id_648,1238
18427,Nairobi,Nairobi,1,Business,7,Rider_Id_882,533
18428,Nairobi,Nairobi,1,Personal,3,Rider_Id_616,913
18429,Nairobi,Nairobi,3,Business,8,Rider_Id_842,1112
18430,Nairobi,Nairobi,3,Business,3,Rider_Id_660,628
18431,Nairobi,Pumwani,3,Business,18,Rider_Id_362,2486
18432,Nairobi,Nairobi,3,Business,5,Rider_Id_634,1130
18433,Nairobi,Nairobi,1,Personal,8,Rider_Id_124,774
18434,Nairobi,Nairobi,3,Personal,8,Rider_Id_866,1909
18435,Pumwani,Nairobi,3,Business,11,Rider_Id_790,3289
18436,Kiambu,Nairobi,3,Business,9,Rider_Id_7,1103
18437,Nairobi,Nairobi,3,Business,5,Rider_Id_422,1142
18438,Nairobi,Nairobi,3,Business,4,Rider_Id_205,563
18439,Nairobi,Nairobi,3,Business,5,Rider_Id_414,933
18440,Nairobi,Ngong,2,Personal,12,Rider_Id_234,3367
18441,Nairobi,Pumwani,3,Business,6,Rider_Id_808,1309
18442,Nairobi,Nairobi,3,Business,3,Rider_Id_436,884
18443,Nairobi,Nairobi,3,Business,6,Rider_Id_279,1164
18444,Nairobi,Nairobi,3,Personal,6,Rider_Id_742,2117
18445,Nairobi,Pumwani,3,Business,22,Rider_Id_177,4017
18446,Nairobi,Nairobi,3,Business,4,Rider_Id_827,1068
18447,Nairobi,Nairobi,3,Business,7,Rider_Id_709,1396
18448,Nairobi,Nairobi,3,Business,7,Rider_Id_826,1045
18449,Nairobi,Pumwani,3,Personal,22,Rider_Id_620,2721
18450,Nairobi,Nairobi,3,Business,1,Rider_Id_101,15
18451,Pumwani,Nairobi,3,Business,10,Rider_Id_248,3975
18452,Pumwani,Pumwani,3,Business,7,Rider_Id_875,744
18453,Nairobi,Pumwani,3,Business,7,Rider_Id_709,3867
18454,Nairobi,Pumwani,3,Business,12,Rider_Id_205,1454
18455,Nairobi,Nairobi,3,Business,12,Rider_Id_523,1647
18456,Nairobi,Nairobi,3,Personal,9,Rider_Id_929,1898
18457,Pumwani,Nairobi,3,Business,12,Rider_Id_281,1844
18458,Nairobi,Nairobi,3,Business,9,Rider_Id_16,1541
18459,Nairobi,Pumwani,3,Business,18,Rider_Id_931,1914
18460,Nairobi,Nairobi,3,Business,2,Rider_Id_649,405
18461,Nairobi,Nairobi,3,Business,5,Rider_Id_953,708
18462,Nairobi,Nairobi,3,Business,9,Rider_Id_50,1409
18463,Nairobi,Nairobi,3,Business,5,Rider_Id_81,1523
18464,Nairobi,Kiambu,2,Personal,20,Rider_Id_334,2448
18465,Nairobi,Pumwani,3,Business,10,Rider_Id_235,1303
18466,Nairobi,Nairobi,3,Business,7,Rider_Id_178,925
18467,Nairobi,Kiambu,3,Business,18,Rider_Id_720,3065
18468,Nairobi,Nairobi,3,Business,7,Rider_Id_427,747
18469,Nairobi,Nairobi,3,Business,5,Rider_Id_436,1299
18470,Nairobi,Nairobi,3,Business,14,Rider_Id_294,2334
18471,Nairobi,Nairobi,3,Business,3,Rider_Id_40,544
18472,Nairobi,Pumwani,3,Business,6,Rider_Id_332,1252
18473,Nairobi,Nairobi,3,Business,5,Rider_Id_306,715
18474,Nairobi,Nairobi,3,Business,7,Rider_Id_676,885
18475,Nairobi,Nairobi,3,Business,10,Rider_Id_591,1136
18476,Nairobi,Nairobi,1,Personal,9,Rider_Id_474,1332
18477,Nairobi,Nairobi,3,Business,7,Rider_Id_341,837
18478,Nairobi,Nairobi,3,Business,7,Rider_Id_119,1066
18479,Nairobi,Nairobi,3,Business,6,Rider_Id_726,993
18480,Nairobi,Nairobi,3,Business,4,Rider_Id_265,3857
18481,Nairobi,Nairobi,2,Personal,4,Rider_Id_726,618
18482,Pumwani,Pumwani,3,Business,5,Rider_Id_675,1257
18483,Nairobi,Kiambu,3,Personal,17,Rider_Id_245,1868
18484,Nairobi,Nairobi,3,Business,1,Rider_Id_566,394
18485,Nairobi,Nairobi,3,Business,5,Rider_Id_16,2710
18486,Nairobi,Nairobi,3,Business,5,Rider_Id_85,770
18487,Nairobi,Kiambu,1,Personal,9,Rider_Id_607,2107
18488,Pumwani,Nairobi,1,Personal,10,Rider_Id_480,2416
18489,Nairobi,Nairobi,3,Business,7,Rider_Id_291,924
18490,Nairobi,Pumwani,3,Personal,18,Rider_Id_474,2560
18491,Nairobi,Pumwani,3,Business,16,Rider_Id_20,2826
18492,Nairobi,Nairobi,1,Personal,8,Rider_Id_875,590
18493,Pumwani,Nairobi,3,Business,23,Rider_Id_810,3098
18494,Nairobi,Nairobi,3,Business,4,Rider_Id_453,748
18495,Pumwani,Nairobi,3,Business,4,Rider_Id_111,312
18496,Nairobi,Pumwani,3,Business,8,Rider_Id_279,1900
18497,Nairobi,Pumwani,3,Business,18,Rider_Id_576,1933
18498,Nairobi,Nairobi,3,Business,2,Rider_Id_607,462
18499,Nairobi,Pumwani,3,Business,12,Rider_Id_75,1005
18500,Nairobi,Nairobi,2,Personal,4,Rider_Id_147,848
18501,Nairobi,Nairobi,3,Personal,12,Rider_Id_661,1484
18502,Nairobi,Nairobi,3,Business,8,Rider_Id_550,1351
18503,Nairobi,Ngong,3,Business,15,Rider_Id_651,1674
18504,Nairobi,Nairobi,3,Business,5,Rider_Id_72,771
18505,Pumwani,Nairobi,3,Business,13,Rider_Id_686,1417
18506,Pumwani,Pumwani,3,Business,3,Rider_Id_715,575
18507,Pumwani,Nairobi,3,Business,17,Rider_Id_484,1568
18508,Pumwani,Nairobi,1,Personal,15,Rider_Id_584,3604
18509,Nairobi,Nairobi,3,Business,7,Rider_Id_144,2124
18510,Pumwani,Pumwani,3,Business,9,Rider_Id_408,1149
18511,Nairobi,Nairobi,3,Business,5,Rider_Id_139,1510
18512,Nairobi,Nairobi,3,Business,9,Rider_Id_474,3565
18513,Athi River,Nairobi,3,Business,24,Rider_Id_676,3671
18514,Nairobi,Nairobi,1,Personal,9,Rider_Id_105,941
18515,Nairobi,Nairobi,3,Business,1,Rider_Id_386,6
18516,Nairobi,Nairobi,3,Business,5,Rider_Id_448,1021
18517,Nairobi,Nairobi,3,Business,3,Rider_Id_210,1913
18518,Nairobi,Ngong,3,Business,13,Rider_Id_470,1779
18519,Pumwani,Nairobi,3,Business,4,Rider_Id_535,540
18520,Pumwani,Nairobi,3,Business,17,Rider_Id_712,2927
18521,Nairobi,Nairobi,3,Business,6,Rider_Id_709,2034
18522,Nairobi,Ngong,3,Business,19,Rider_Id_72,2686
18523,Pumwani,Nairobi,3,Business,8,Rider_Id_139,816
18524,Pumwani,Nairobi,3,Business,15,Rider_Id_64,2228
18525,Nairobi,Pumwani,1,Personal,4,Rider_Id_636,1094
18526,Kiambu,Pumwani,3,Business,16,Rider_Id_101,1803
18527,Nairobi,Nairobi,3,Business,5,Rider_Id_519,793
18528,Nairobi,Nairobi,3,Personal,12,Rider_Id_920,1743
18529,Nairobi,Nairobi,1,Personal,11,Rider_Id_213,2288
18530,Nairobi,Pumwani,3,Business,6,Rider_Id_709,866
18531,Nairobi,Nairobi,3,Business,8,Rider_Id_427,1274
18532,Nairobi,Nairobi,3,Personal,5,Rider_Id_205,817
18533,Nairobi,Nairobi,3,Business,9,Rider_Id_155,2500
18534,Nairobi,Nairobi,2,Personal,5,Rider_Id_453,608
18535,Nairobi,Pumwani,3,Business,12,Rider_Id_31,3391
18536,Nairobi,Nairobi,3,Business,8,Rider_Id_731,1574
18537,Ngong,Pumwani,1,Business,27,Rider_Id_86,5306
18538,Nairobi,Nairobi,3,Business,4,Rider_Id_881,670
18539,Nairobi,Nairobi,3,Business,6,Rider_Id_519,1002
18540,Nairobi,Nairobi,3,Business,6,Rider_Id_279,3375
18541,Nairobi,Pumwani,3,Business,25,Rider_Id_291,3625
18542,Nairobi,Kiambu,3,Personal,19,Rider_Id_45,1527
18543,Pumwani,Pumwani,3,Business,6,Rider_Id_291,702
18544,Nairobi,Nairobi,3,Business,8,Rider_Id_88,4014
18545,Nairobi,Nairobi,3,Personal,7,Rider_Id_332,3102
18546,Nairobi,Pumwani,3,Business,11,Rider_Id_553,1852
18547,Nairobi,Nairobi,3,Business,4,Rider_Id_843,438
18548,Nairobi,Nairobi,3,Business,6,Rider_Id_634,710
18549,Pumwani,Pumwani,1,Personal,11,Rider_Id_726,1176
18550,Nairobi,Nairobi,1,Business,2,Rider_Id_100,419
18551,Nairobi,Nairobi,3,Business,15,Rider_Id_257,2068
18552,Ngong,Nairobi,3,Business,12,Rider_Id_515,1515
18553,Nairobi,Nairobi,3,Business,8,Rider_Id_247,987
18554,Nairobi,Nairobi,3,Business,5,Rider_Id_603,1226
18555,Nairobi,Pumwani,3,Business,12,Rider_Id_178,1188
18556,Pumwani,Pumwani,3,Business,11,Rider_Id_581,1560
18557,Pumwani,Pumwani,3,Business,7,Rider_Id_377,756
18558,Nairobi,Nairobi,3,Business,9,Rider_Id_956,1470
18559,Pumwani,Nairobi,3,Business,23,Rider_Id_46,2329
18560,Nairobi,Nairobi,3,Business,11,Rider_Id_931,1570
18561,Kiambu,Pumwani,3,Business,21,Rider_Id_101,2838
18562,Nairobi,Pumwani,3,Business,14,Rider_Id_614,1416
18563,Nairobi,Nairobi,1,Personal,4,Rider_Id_795,908
18564,Nairobi,Nairobi,1,Business,3,Rider_Id_453,403
18565,Nairobi,Nairobi,3,Business,10,Rider_Id_403,312
18566,Nairobi,Ngong,3,Business,8,Rider_Id_622,1714
18567,Nairobi,Nairobi,3,Business,2,Rider_Id_536,97
18568,Nairobi,Nairobi,1,Personal,3,Rider_Id_465,787
18569,Nairobi,Nairobi,3,Business,5,Rider_Id_668,1351
18570,Nairobi,Nairobi,3,Business,3,Rider_Id_462,455
18571,Nairobi,Nairobi,3,Business,5,Rider_Id_647,704
18572,Pumwani,Nairobi,1,Personal,8,Rider_Id_890,1132
18573,Nairobi,Nairobi,3,Business,7,Rider_Id_268,1098
18574,Pumwani,Nairobi,3,Business,11,Rider_Id_675,1698
18575,Nairobi,Athi River,3,Business,22,Rider_Id_520,2442
18576,Pumwani,Nairobi,3,Business,21,Rider_Id_96,2055
18577,Nairobi,Nairobi,3,Business,7,Rider_Id_801,611
18578,Pumwani,Nairobi,3,Business,24,Rider_Id_675,2000
18579,Nairobi,Nairobi,3,Business,9,Rider_Id_238,1569
18580,Nairobi,Nairobi,3,Business,4,Rider_Id_520,834
18581,Pumwani,Pumwani,3,Business,10,Rider_Id_870,1272
18582,Nairobi,Ngong,3,Business,8,Rider_Id_864,1156
18583,Nairobi,Nairobi,3,Business,11,Rider_Id_211,1138
18584,Nairobi,Nairobi,3,Personal,8,Rider_Id_532,1581
18585,Nairobi,Nairobi,3,Business,5,Rider_Id_345,2832
18586,Pumwani,Nairobi,3,Business,11,Rider_Id_609,2040
18587,Nairobi,Pumwani,3,Business,11,Rider_Id_109,1195
18588,Nairobi,Nairobi,1,Personal,9,Rider_Id_224,2244
18589,Nairobi,Nairobi,3,Business,4,Rider_Id_813,492
18590,Nairobi,Nairobi,1,Personal,6,Rider_Id_726,853
18591,Nairobi,Nairobi,3,Business,4,Rider_Id_910,454
18592,Nairobi,Nairobi,3,Business,7,Rider_Id_330,1635
18593,Nairobi,Nairobi,3,Business,7,Rider_Id_709,453
18594,Nairobi,Nairobi,3,Business,3,Rider_Id_318,656
18595,Nairobi,Nairobi,2,Business,4,Rider_Id_731,497
18596,Nairobi,Pumwani,3,Business,17,Rider_Id_932,1797
18597,Nairobi,Nairobi,3,Business,10,Rider_Id_161,1454
18598,Nairobi,Nairobi,3,Business,5,Rider_Id_660,1165
18599,Pumwani,Nairobi,3,Business,13,Rider_Id_516,2200
18600,Nairobi,Nairobi,3,Business,6,Rider_Id_754,2147
18601,Pumwani,Pumwani,3,Business,6,Rider_Id_114,1174
18602,Nairobi,Nairobi,1,Personal,3,Rider_Id_584,787
18603,Nairobi,Nairobi,3,Business,9,Rider_Id_544,2631
18604,Nairobi,Pumwani,3,Business,16,Rider_Id_520,2537
18605,Nairobi,Pumwani,3,Business,12,Rider_Id_116,1677
18606,Nairobi,Nairobi,3,Business,4,Rider_Id_178,726
18607,Nairobi,Nairobi,3,Business,10,Rider_Id_882,1189
18608,Nairobi,Nairobi,3,Business,6,Rider_Id_741,1382
18609,Pumwani,Nairobi,3,Business,12,Rider_Id_598,1015
18610,Nairobi,Nairobi,3,Business,5,Rider_Id_427,956
18611,Nairobi,Pumwani,3,Business,6,Rider_Id_187,837
18612,Nairobi,Nairobi,3,Business,7,Rider_Id_613,1891
18613,Nairobi,Nairobi,3,Business,16,Rider_Id_487,1701
18614,Nairobi,Nairobi,3,Business,9,Rider_Id_520,937
18615,Nairobi,Nairobi,3,Business,6,Rider_Id_848,1137
18616,Kiambu,Nairobi,3,Business,17,Rider_Id_959,2191
18617,Pumwani,Nairobi,3,Business,13,Rider_Id_548,2703
18618,Nairobi,Nairobi,3,Business,8,Rider_Id_845,2066
18619,Pumwani,Nairobi,3,Business,15,Rider_Id_211,2270
18620,Pumwani,Nairobi,1,Personal,18,Rider_Id_622,1821
18621,Nairobi,Nairobi,2,Personal,6,Rider_Id_722,2360
18622,Nairobi,Nairobi,3,Business,9,Rider_Id_436,3134
18623,Pumwani,Nairobi,3,Business,8,Rider_Id_155,1795
18624,Kiambu,Nairobi,1,Personal,23,Rider_Id_447,4258
18625,Nairobi,Nairobi,3,Business,7,Rider_Id_726,1205
18626,Nairobi,Nairobi,3,Business,7,Rider_Id_341,1504
18627,Nairobi,Nairobi,2,Personal,2,Rider_Id_473,772
18628,Nairobi,Nairobi,3,Business,7,Rider_Id_669,1166
18629,Nairobi,Nairobi,3,Business,10,Rider_Id_411,1168
18630,Nairobi,Nairobi,3,Business,8,Rider_Id_713,1300
18631,Nairobi,Nairobi,3,Business,9,Rider_Id_808,1424
18632,Nairobi,Nairobi,3,Business,9,Rider_Id_704,943
18633,Nairobi,Nairobi,3,Business,11,Rider_Id_842,1406
18634,Nairobi,Pumwani,3,Business,20,Rider_Id_4,1621
18635,Nairobi,Nairobi,3,Business,15,Rider_Id_293,1597
18636,Nairobi,Nairobi,3,Business,11,Rider_Id_24,833
18637,Nairobi,Nairobi,3,Business,8,Rider_Id_411,1423
18638,Nairobi,Nairobi,3,Business,6,Rider_Id_561,677
18639,Nairobi,Nairobi,2,Personal,6,Rider_Id_213,836
18640,Nairobi,Pumwani,3,Business,14,Rider_Id_547,1692
18641,Kiambu,Nairobi,1,Personal,14,Rider_Id_103,1206
18642,Nairobi,Pumwani,3,Business,12,Rider_Id_829,3023
18643,Nairobi,Kiambu,3,Business,14,Rider_Id_205,1191
18644,Nairobi,Nairobi,3,Business,2,Rider_Id_547,497
18645,Kiambu,Nairobi,3,Business,17,Rider_Id_447,1772
18646,Pumwani,Pumwani,3,Business,10,Rider_Id_349,631
18647,Nairobi,Nairobi,3,Business,14,Rider_Id_523,1812
18648,Nairobi,Nairobi,3,Business,3,Rider_Id_937,984
18649,Nairobi,Nairobi,3,Business,2,Rider_Id_881,658
18650,Nairobi,Nairobi,1,Personal,6,Rider_Id_548,1370
18651,Nairobi,Nairobi,3,Personal,14,Rider_Id_548,2277
18652,Nairobi,Nairobi,2,Personal,7,Rider_Id_208,779
18653,Nairobi,Nairobi,3,Business,11,Rider_Id_208,1929
18654,Pumwani,Nairobi,3,Business,6,Rider_Id_435,2000
18655,Nairobi,Nairobi,3,Business,4,Rider_Id_692,916
18656,Nairobi,Nairobi,3,Business,8,Rider_Id_579,1886
18657,Nairobi,Athi River,3,Business,26,Rider_Id_326,2827
18658,Nairobi,Pumwani,3,Business,19,Rider_Id_622,2907
18659,Pumwani,Nairobi,3,Business,23,Rider_Id_585,2502
18660,Pumwani,Nairobi,3,Business,9,Rider_Id_622,1244
18661,Nairobi,Nairobi,3,Business,8,Rider_Id_668,1290
18662,Pumwani,Pumwani,3,Business,8,Rider_Id_233,2091
18663,Ngong,Kikuyu,3,Business,8,Rider_Id_210,1616
18664,Nairobi,Nairobi,3,Business,9,Rider_Id_237,726
18665,Nairobi,Nairobi,2,Personal,4,Rider_Id_738,1317
18666,Ngong,Nairobi,3,Business,18,Rider_Id_783,3468
18667,Nairobi,Ngong,3,Business,20,Rider_Id_64,4715
18668,Nairobi,Nairobi,3,Business,3,Rider_Id_125,658
18669,Pumwani,Nairobi,2,Business,16,Rider_Id_43,4118
18670,Nairobi,Nairobi,3,Business,7,Rider_Id_140,4583
18671,Pumwani,Pumwani,3,Business,6,Rider_Id_85,778
18672,Nairobi,Nairobi,3,Business,7,Rider_Id_205,1672
18673,Nairobi,Nairobi,3,Personal,9,Rider_Id_742,2353
18674,Kiambu,Pumwani,3,Business,22,Rider_Id_72,2845
18675,Nairobi,Nairobi,1,Business,3,Rider_Id_446,335
18676,Nairobi,Nairobi,1,Personal,6,Rider_Id_726,884
18677,Nairobi,Nairobi,1,Business,4,Rider_Id_742,877
18678,Nairobi,Pumwani,3,Business,9,Rider_Id_518,2209
18679,Pumwani,Nairobi,3,Business,6,Rider_Id_448,978
18680,Nairobi,Kiambu,1,Personal,14,Rider_Id_789,1991
18681,Nairobi,Pumwani,3,Business,16,Rider_Id_678,3064
18682,Nairobi,Nairobi,3,Business,2,Rider_Id_709,338
18683,Nairobi,Nairobi,3,Business,15,Rider_Id_652,3
18684,Nairobi,Nairobi,3,Business,4,Rider_Id_207,723
18685,Nairobi,Nairobi,3,Business,4,Rider_Id_547,1315
18686,Nairobi,Nairobi,3,Business,4,Rider_Id_932,643
18687,Nairobi,Kiambu,3,Personal,15,Rider_Id_31,2700
18688,Nairobi,Pumwani,3,Business,19,Rider_Id_465,3413
18689,Pumwani,Nairobi,3,Business,13,Rider_Id_101,2533
18690,Nairobi,Nairobi,3,Business,4,Rider_Id_829,1711
18691,Nairobi,Nairobi,3,Business,10,Rider_Id_16,1501
18692,Nairobi,Nairobi,3,Business,10,Rider_Id_19,1377
18693,Nairobi,Nairobi,3,Business,6,Rider_Id_291,674
18694,Nairobi,Nairobi,3,Business,5,Rider_Id_812,1056
18695,Nairobi,Nairobi,3,Business,7,Rider_Id_179,1387
18696,Nairobi,Nairobi,3,Business,1,Rider_Id_875,415
18697,Nairobi,Nairobi,3,Business,10,Rider_Id_576,1528
18698,Nairobi,Kikuyu,3,Business,17,Rider_Id_283,2533
18699,Nairobi,Nairobi,1,Personal,3,Rider_Id_116,776
18700,Nairobi,Nairobi,3,Business,5,Rider_Id_179,776
18701,Kiambu,Kikuyu,3,Personal,33,Rider_Id_691,3894
18702,Nairobi,Nairobi,3,Business,1,Rider_Id_448,302
18703,Nairobi,Nairobi,3,Business,17,Rider_Id_831,3532
18704,Nairobi,Nairobi,3,Business,9,Rider_Id_118,1736
18705,Nairobi,Nairobi,1,Personal,6,Rider_Id_427,965
18706,Pumwani,Nairobi,3,Business,12,Rider_Id_8,1773
18707,Pumwani,Nairobi,3,Business,12,Rider_Id_263,1331
18708,Nairobi,Nairobi,3,Business,6,Rider_Id_617,1914
18709,Nairobi,Nairobi,3,Business,11,Rider_Id_10,3
18710,Nairobi,Nairobi,1,Personal,9,Rider_Id_427,1303
18711,Pumwani,Pumwani,3,Business,12,Rider_Id_448,4531
18712,Nairobi,Nairobi,3,Business,2,Rider_Id_756,250
18713,Nairobi,Nairobi,3,Personal,6,Rider_Id_17,2074
18714,Nairobi,Nairobi,1,Personal,9,Rider_Id_329,1295
18715,Ngong,Nairobi,3,Business,8,Rider_Id_226,2026
18716,Nairobi,Nairobi,3,Business,4,Rider_Id_205,448
18717,Pumwani,Pumwani,3,Business,3,Rider_Id_686,1481
18718,Kiambu,Nairobi,1,Personal,16,Rider_Id_384,2403
18719,Nairobi,Nairobi,3,Business,7,Rider_Id_247,1069
18720,Pumwani,Nairobi,3,Business,14,Rider_Id_839,2651
18721,Nairobi,Nairobi,3,Business,2,Rider_Id_229,554
18722,Nairobi,Nairobi,3,Business,10,Rider_Id_354,1193
18723,Nairobi,Nairobi,3,Business,8,Rider_Id_761,3260
18724,Nairobi,Nairobi,1,Personal,5,Rider_Id_565,2228
18725,Nairobi,Kiambu,3,Business,28,Rider_Id_871,2504
18726,Nairobi,Nairobi,3,Business,10,Rider_Id_731,1208
18727,Nairobi,Nairobi,3,Business,4,Rider_Id_472,252
18728,Nairobi,Nairobi,2,Personal,8,Rider_Id_45,1578
18729,Nairobi,Nairobi,3,Business,6,Rider_Id_139,18
18730,Nairobi,Pumwani,3,Business,7,Rider_Id_646,1166
18731,Nairobi,Nairobi,3,Business,10,Rider_Id_216,888
18732,Pumwani,Nairobi,3,Business,16,Rider_Id_19,2006
18733,Nairobi,Nairobi,2,Personal,2,Rider_Id_322,510
18734,Pumwani,Nairobi,1,Business,24,Rider_Id_406,5037
18735,Nairobi,Ngong,1,Business,18,Rider_Id_520,3191
18736,Nairobi,Nairobi,1,Personal,7,Rider_Id_477,1457
18737,Nairobi,Ngong,3,Business,15,Rider_Id_237,2086
18738,Nairobi,Pumwani,3,Business,9,Rider_Id_52,763
18739,Nairobi,Nairobi,3,Business,4,Rider_Id_245,13
18740,Pumwani,Nairobi,1,Personal,7,Rider_Id_336,541
18741,Nairobi,Nairobi,2,Personal,12,Rider_Id_249,1049
18742,Pumwani,Nairobi,3,Business,10,Rider_Id_507,7
18743,Nairobi,Athi River,3,Business,20,Rider_Id_103,2458
18744,Nairobi,Nairobi,3,Business,7,Rider_Id_61,932
18745,Nairobi,Nairobi,3,Business,6,Rider_Id_211,911
18746,Kiambu,Nairobi,1,Personal,12,Rider_Id_623,1275
18747,Pumwani,Nairobi,3,Business,6,Rider_Id_928,2718
18748,Nairobi,Nairobi,3,Business,5,Rider_Id_928,979
18749,Nairobi,Nairobi,3,Business,5,Rider_Id_237,5134
18750,Nairobi,Nairobi,3,Business,6,Rider_Id_520,3129
18751,Nairobi,Nairobi,3,Business,9,Rider_Id_395,1166
18752,Nairobi,Nairobi,3,Business,6,Rider_Id_289,1251
18753,Kiambu,Nairobi,3,Personal,20,Rider_Id_7,2750
18754,Nairobi,Pumwani,3,Business,17,Rider_Id_882,1965
18755,Nairobi,Pumwani,3,Business,10,Rider_Id_582,1461
18756,Nairobi,Pumwani,3,Business,7,Rider_Id_728,1038
18757,Nairobi,Nairobi,3,Business,7,Rider_Id_187,1237
18758,Nairobi,Nairobi,1,Personal,6,Rider_Id_281,832
18759,Nairobi,Nairobi,3,Business,16,Rider_Id_70,215
18760,Pumwani,Nairobi,3,Business,18,Rider_Id_675,2132
18761,Nairobi,Nairobi,3,Personal,7,Rider_Id_676,955
18762,Nairobi,Nairobi,3,Business,6,Rider_Id_260,1336
18763,Nairobi,Nairobi,3,Business,6,Rider_Id_778,1298
18764,Kikuyu,Nairobi,2,Personal,11,Rider_Id_832,1485
18765,Nairobi,Nairobi,3,Business,5,Rider_Id_247,753
18766,Nairobi,Nairobi,3,Business,6,Rider_Id_167,1641
18767,Pumwani,Pumwani,3,Business,8,Rider_Id_100,1172
18768,Pumwani,Nairobi,3,Business,12,Rider_Id_878,1077
18769,Nairobi,Nairobi,3,Business,6,Rider_Id_183,1382
18770,Nairobi,Athi River,3,Business,20,Rider_Id_147,1908
18771,Nairobi,Nairobi,3,Business,10,Rider_Id_857,1718
18772,Nairobi,Nairobi,3,Personal,10,Rider_Id_393,2116
18773,Nairobi,Nairobi,1,Personal,19,Rider_Id_105,3525
18774,Nairobi,Nairobi,2,Personal,2,Rider_Id_888,765
18775,Pumwani,Nairobi,3,Business,4,Rider_Id_213,973
18776,Athi River,Nairobi,3,Business,21,Rider_Id_191,2845
18777,Ngong,Nairobi,1,Personal,21,Rider_Id_663,3474
18778,Nairobi,Nairobi,1,Personal,6,Rider_Id_101,808
18779,Nairobi,Athi River,3,Business,22,Rider_Id_422,2116
18780,Nairobi,Nairobi,3,Business,6,Rider_Id_263,1137
18781,Nairobi,Nairobi,3,Business,5,Rider_Id_548,998
18782,Nairobi,Nairobi,3,Business,8,Rider_Id_649,991
18783,Nairobi,Nairobi,3,Business,7,Rider_Id_698,1080
18784,Nairobi,Nairobi,1,Personal,10,Rider_Id_651,1824
18785,Kiambu,Pumwani,3,Business,13,Rider_Id_522,1446
18786,Nairobi,Nairobi,3,Business,8,Rider_Id_254,1457
18787,Nairobi,Nairobi,3,Business,12,Rider_Id_569,2443
18788,Nairobi,Nairobi,3,Business,5,Rider_Id_394,1114
18789,Nairobi,Nairobi,3,Business,7,Rider_Id_855,821
18790,Nairobi,Pumwani,3,Business,12,Rider_Id_31,2027
18791,Nairobi,Nairobi,3,Business,7,Rider_Id_761,1034
18792,Nairobi,Nairobi,1,Personal,12,Rider_Id_355,1167
18793,Pumwani,Pumwani,2,Personal,2,Rider_Id_179,9
18794,Nairobi,Nairobi,3,Business,4,Rider_Id_127,531
18795,Nairobi,Nairobi,1,Personal,9,Rider_Id_865,1907
18796,Nairobi,Nairobi,1,Business,9,Rider_Id_103,666
18797,Nairobi,Nairobi,3,Business,16,Rider_Id_161,1647
18798,Kikuyu,Ngong,3,Personal,25,Rider_Id_800,4092
18799,Nairobi,Nairobi,3,Business,8,Rider_Id_842,820
18800,Nairobi,Nairobi,3,Business,5,Rider_Id_448,956
18801,Nairobi,Nairobi,3,Business,5,Rider_Id_88,992
18802,Nairobi,Nairobi,3,Personal,12,Rider_Id_272,3089
18803,Nairobi,Nairobi,3,Business,13,Rider_Id_328,1902
18804,Nairobi,Nairobi,3,Business,6,Rider_Id_456,1046
18805,Nairobi,Nairobi,3,Business,9,Rider_Id_26,5142
18806,Nairobi,Nairobi,3,Business,9,Rider_Id_547,1145
18807,Nairobi,Nairobi,3,Business,4,Rider_Id_932,615
18808,Nairobi,Nairobi,3,Business,8,Rider_Id_722,1242
18809,Nairobi,Nairobi,3,Business,10,Rider_Id_245,716
18810,Pumwani,Nairobi,3,Business,18,Rider_Id_564,1947
18811,Ngong,Nairobi,3,Business,11,Rider_Id_48,1420
18812,Pumwani,Nairobi,3,Business,3,Rider_Id_519,458
